user_id,item_id,rating,datetime,hour,is_weekend,is_holiday,click,cart,forward,buy
U03415,I2898,2,2025/4/14 1:13,1,0,0,1,0,0,0
U01052,I3208,2,2025/4/14 3:13,3,0,0,1,0,0,0
U01649,I2581,1,2025/4/14 3:13,3,0,0,1,0,0,0
U03542,I2725,1,2025/4/14 4:13,4,0,0,1,0,0,0
U03231,I3074,2,2025/4/14 4:13,4,0,0,1,0,0,0
U03788,I2129,1,2025/4/14 9:13,9,0,0,1,0,0,0
U04960,I3074,1,2025/4/14 11:13,11,0,0,1,0,0,0
U01606,I1464,4,2025/4/14 15:13,15,0,0,1,1,0,1
U02857,I2212,1,2025/4/14 15:13,15,0,0,1,0,0,0
U02910,I2008,2,2025/4/14 17:13,17,0,0,1,0,0,0
U00967,I1902,2,2025/4/14 23:13,23,0,0,1,0,0,0
U00709,I2286,1,2025/4/15 1:13,1,0,0,1,0,0,0
U02075,I1012,2,2025/4/15 5:13,5,0,0,1,0,0,0
U00635,I2173,1,2025/4/15 7:13,7,0,0,1,0,0,0
U04611,I0899,3,2025/4/15 8:13,8,0,0,1,1,0,0
U01989,I3045,4,2025/4/15 8:13,8,0,0,1,1,0,1
U03792,I2182,2,2025/4/15 11:13,11,0,0,1,0,0,0
U00349,I3302,1,2025/4/15 12:13,12,0,0,1,0,0,0
U04469,I3088,3,2025/4/15 12:13,12,0,0,1,1,0,0
U04333,I1012,2,2025/4/15 15:13,15,0,0,1,0,0,0
U01012,I2630,4,2025/4/15 17:13,17,0,0,1,1,0,1
U03601,I1272,2,2025/4/15 19:13,19,0,0,1,0,0,0
U00990,I3238,2,2025/4/15 22:13,22,0,0,1,0,0,0
U03587,I0899,2,2025/4/15 23:13,23,0,0,1,0,0,0
U03883,I2002,1,2025/4/16 1:13,1,0,0,1,0,0,0
U00286,I3119,2,2025/4/16 2:13,2,0,0,1,0,0,0
U01312,I1679,2,2025/4/16 3:13,3,0,0,1,0,0,0
U04798,I2994,1,2025/4/16 5:13,5,0,0,1,0,0,0
U03052,I0281,2,2025/4/16 6:13,6,0,0,1,0,0,0
U04016,I2725,1,2025/4/16 9:13,9,0,0,1,0,0,0
U03930,I0148,3,2025/4/16 11:13,11,0,0,1,1,0,0
U03140,I2029,1,2025/4/16 13:13,13,0,0,1,0,0,0
U00608,I1516,4,2025/4/16 13:13,13,0,0,1,1,0,1
U01985,I0934,2,2025/4/16 13:13,13,0,0,1,0,0,0
U01312,I3069,2,2025/4/16 13:13,13,0,0,1,0,0,0
U01893,I2898,1,2025/4/16 14:13,14,0,0,1,0,0,0
U02824,I0809,2,2025/4/16 15:13,15,0,0,1,0,0,0
U01472,I1798,2,2025/4/17 0:13,0,0,0,1,0,0,0
U00412,I2197,1,2025/4/17 0:13,0,0,0,1,0,0,0
U02179,I2245,4,2025/4/17 1:13,1,0,0,1,1,0,1
U04128,I0449,1,2025/4/17 2:13,2,0,0,1,0,0,0
U02610,I0140,2,2025/4/17 8:13,8,0,0,1,0,0,0
U02749,I3208,2,2025/4/17 8:13,8,0,0,1,0,0,0
U02781,I0772,3,2025/4/17 10:13,10,0,0,1,1,0,0
U03000,I0963,1,2025/4/17 11:13,11,0,0,1,0,0,0
U04963,I2068,2,2025/4/17 12:13,12,0,0,1,0,0,0
U03434,I1975,2,2025/4/17 16:13,16,0,0,1,0,0,0
U03418,I1679,2,2025/4/17 23:13,23,0,0,1,0,0,0
U02510,I0613,1,2025/4/18 3:13,3,0,0,1,0,0,0
U04526,I0963,2,2025/4/18 5:13,5,0,0,1,0,0,0
U04345,I0772,2,2025/4/18 7:13,7,0,0,1,0,0,0
U01056,I1543,1,2025/4/18 8:13,8,0,0,1,0,0,0
U04302,I0209,1,2025/4/18 9:13,9,0,0,1,0,0,0
U02737,I0368,1,2025/4/18 10:13,10,0,0,1,0,0,0
U00641,I2173,2,2025/4/18 12:13,12,0,0,1,0,0,0
U04139,I0098,1,2025/4/18 13:13,13,0,0,1,0,0,0
U02068,I0200,1,2025/4/18 13:13,13,0,0,1,0,0,0
U02348,I1381,2,2025/4/18 14:13,14,0,0,1,0,0,0
U01346,I3001,1,2025/4/18 16:13,16,0,0,1,0,0,0
U03986,I1985,1,2025/4/18 16:13,16,0,0,1,0,0,0
U03754,I0988,1,2025/4/18 17:13,17,0,0,1,0,0,0
U01835,I2838,2,2025/4/18 19:13,19,0,0,1,0,0,0
U01165,I2336,1,2025/4/18 22:13,22,0,0,1,0,0,0
U01929,I2325,2,2025/4/19 0:13,0,1,0,1,0,0,0
U01251,I2630,3,2025/4/19 1:13,1,1,0,1,1,0,0
U04968,I0613,2,2025/4/19 2:13,2,1,0,1,0,0,0
U00090,I0869,1,2025/4/19 2:13,2,1,0,1,0,0,0
U00119,I3132,3,2025/4/19 6:13,6,1,0,1,1,0,0
U04365,I1012,3,2025/4/19 6:13,6,1,0,1,1,0,0
U02249,I0651,2,2025/4/19 8:13,8,1,0,1,0,0,0
U02869,I0834,3,2025/4/19 14:13,14,1,0,1,1,0,0
U01761,I0140,2,2025/4/19 14:13,14,1,0,1,0,0,0
U04245,I0281,1,2025/4/19 14:13,14,1,0,1,0,0,0
U04320,I0918,2,2025/4/19 14:13,14,1,0,1,0,0,0
U03226,I0094,2,2025/4/19 16:13,16,1,0,1,0,0,0
U00571,I1644,2,2025/4/19 16:13,16,1,0,1,0,0,0
U04596,I0772,2,2025/4/19 19:13,19,1,0,1,0,0,0
U00231,I2889,1,2025/4/19 23:13,23,1,0,1,0,0,0
U03554,I2341,4,2025/4/20 1:13,1,1,0,1,1,0,1
U03313,I1204,3,2025/4/20 7:13,7,1,0,1,1,0,0
U01283,I0123,1,2025/4/20 9:13,9,1,0,1,0,0,0
U01022,I1396,1,2025/4/20 11:13,11,1,0,1,0,0,0
U01861,I1579,1,2025/4/20 11:13,11,1,0,1,0,0,0
U00665,I0652,2,2025/4/20 12:13,12,1,0,1,0,0,0
U04874,I3238,1,2025/4/20 13:13,13,1,0,1,0,0,0
U04250,I0037,1,2025/4/20 13:13,13,1,0,1,0,0,0
U00139,I0160,3,2025/4/20 15:13,15,1,0,1,1,0,0
U04085,I2128,1,2025/4/20 15:13,15,1,0,1,0,0,0
U00762,I1172,1,2025/4/20 15:13,15,1,0,1,0,0,0
U04721,I0200,2,2025/4/20 15:13,15,1,0,1,0,0,0
U00830,I1012,1,2025/4/20 15:13,15,1,0,1,0,0,0
U03646,I2769,3,2025/4/20 15:13,15,1,0,1,1,0,0
U00128,I2344,2,2025/4/20 15:13,15,1,0,1,0,0,0
U01425,I1679,2,2025/4/20 23:13,23,1,0,1,0,0,0
U02927,I2751,2,2025/4/20 23:13,23,1,0,1,0,0,0
U00590,I2177,1,2025/4/21 2:13,2,0,0,1,0,0,0
U04587,I0368,4,2025/4/21 4:13,4,0,0,1,1,0,1
U03462,I1426,4,2025/4/21 6:13,6,0,0,1,1,0,1
U04315,I3088,2,2025/4/21 7:13,7,0,0,1,0,0,0
U02281,I3260,3,2025/4/21 8:13,8,0,0,1,1,0,0
U01459,I0306,1,2025/4/21 9:13,9,0,0,1,0,0,0
U00574,I1063,1,2025/4/21 10:13,10,0,0,1,0,0,0
U01626,I0116,1,2025/4/21 11:13,11,0,0,1,0,0,0
U04282,I2440,3,2025/4/21 14:13,14,0,0,1,1,0,0
U01336,I2642,2,2025/4/21 15:13,15,0,0,1,0,0,0
U01576,I2836,1,2025/4/21 16:13,16,0,0,1,0,0,0
U01197,I0223,4,2025/4/21 22:13,22,0,0,1,1,0,1
U04073,I1676,2,2025/4/22 3:13,3,0,0,1,0,0,0
U02004,I1810,1,2025/4/22 4:13,4,0,0,1,0,0,0
U03062,I1988,1,2025/4/22 5:13,5,0,0,1,0,0,0
U02898,I2225,2,2025/4/22 5:13,5,0,0,1,0,0,0
U01295,I1329,2,2025/4/22 6:13,6,0,0,1,0,0,0
U01149,I3168,2,2025/4/22 7:13,7,0,0,1,0,0,0
U01520,I3282,4,2025/4/22 8:13,8,0,0,1,1,0,1
U04274,I0504,1,2025/4/22 9:13,9,0,0,1,0,0,0
U00399,I0809,1,2025/4/22 10:13,10,0,0,1,0,0,0
U04746,I1464,2,2025/4/22 11:13,11,0,0,1,0,0,0
U02948,I3282,1,2025/4/22 11:13,11,0,0,1,0,0,0
U01819,I1933,2,2025/4/22 12:13,12,0,0,1,0,0,0
U04123,I2294,1,2025/4/22 12:13,12,0,0,1,0,0,0
U00862,I0328,2,2025/4/22 13:13,13,0,0,1,0,0,0
U00789,I2769,2,2025/4/22 14:13,14,0,0,1,0,0,0
U03357,I2764,2,2025/4/22 15:13,15,0,0,1,0,0,0
U02807,I2359,3,2025/4/22 20:13,20,0,0,1,1,0,0
U03023,I3088,1,2025/4/22 23:13,23,0,0,1,0,0,0
U01529,I2359,2,2025/4/23 0:13,0,0,0,1,0,0,0
U02648,I0834,1,2025/4/23 9:13,9,0,0,1,0,0,0
U00214,I0963,1,2025/4/23 10:13,10,0,0,1,0,0,0
U04923,I1975,2,2025/4/23 12:13,12,0,0,1,0,0,0
U02472,I3182,2,2025/4/23 12:13,12,0,0,1,0,0,0
U00525,I0549,2,2025/4/23 13:13,13,0,0,1,0,0,0
U02159,I2634,2,2025/4/23 14:13,14,0,0,1,0,0,0
U04711,I2551,1,2025/4/23 15:13,15,0,0,1,0,0,0
U04586,I2244,2,2025/4/23 16:13,16,0,0,1,0,0,0
U03586,I0123,3,2025/4/23 20:13,20,0,0,1,1,0,0
U00804,I2213,2,2025/4/24 0:13,0,0,0,1,0,1,0
U03004,I0947,1,2025/4/24 3:13,3,0,0,1,0,0,0
U01935,I2286,2,2025/4/24 4:13,4,0,0,1,0,0,0
U01309,I1679,5,2025/4/24 5:13,5,0,0,1,1,1,1
U00724,I2008,3,2025/4/24 5:13,5,0,0,1,1,0,0
U03333,I0116,2,2025/4/24 5:13,5,0,0,1,0,0,0
U01119,I1630,2,2025/4/24 5:13,5,0,0,1,0,0,0
U01409,I2764,1,2025/4/24 6:13,6,0,0,1,0,0,0
U02161,I0530,3,2025/4/24 6:13,6,0,0,1,1,0,0
U01961,I1902,1,2025/4/24 6:13,6,0,0,1,0,0,0
U04268,I2129,2,2025/4/24 8:13,8,0,0,1,0,0,0
U02768,I0347,1,2025/4/24 9:13,9,0,0,1,0,0,0
U01068,I1204,1,2025/4/24 10:13,10,0,0,1,0,0,0
U03032,I1810,1,2025/4/24 12:13,12,0,0,1,0,0,0
U03057,I1012,1,2025/4/24 13:13,13,0,0,1,0,0,0
U03094,I0453,2,2025/4/24 13:13,13,0,0,1,0,0,0
U01476,I1813,2,2025/4/24 13:13,13,0,0,1,0,0,0
U01573,I1505,3,2025/4/24 14:13,14,0,0,1,1,0,0
U01775,I2128,1,2025/4/24 14:13,14,0,0,1,0,0,0
U03128,I0230,2,2025/4/24 14:13,14,0,0,1,0,0,0
U01790,I2748,2,2025/4/24 14:13,14,0,0,1,0,0,0
U04415,I0451,2,2025/4/24 14:13,14,0,0,1,0,0,0
U02995,I1920,1,2025/4/24 15:13,15,0,0,1,0,0,0
U00020,I1649,1,2025/4/24 15:13,15,0,0,1,0,0,0
U04835,I2551,1,2025/4/24 16:13,16,0,0,1,0,0,0
U03321,I2994,1,2025/4/25 1:13,1,0,0,1,0,0,0
U02429,I2396,1,2025/4/25 2:13,2,0,0,1,0,0,0
U02170,I1426,1,2025/4/25 3:13,3,0,0,1,0,0,0
U03678,I0021,2,2025/4/25 4:13,4,0,0,1,0,0,0
U01923,I2068,1,2025/4/25 4:13,4,0,0,1,0,0,0
U01197,I2151,1,2025/4/25 7:13,7,0,0,1,0,0,0
U00375,I2551,1,2025/4/25 7:13,7,0,0,1,0,0,0
U04629,I3089,1,2025/4/25 8:13,8,0,0,1,0,0,0
U03215,I1505,1,2025/4/25 8:13,8,0,0,1,0,0,0
U03950,I1941,1,2025/4/25 11:13,11,0,0,1,0,0,0
U02897,I2139,1,2025/4/25 12:13,12,0,0,1,0,0,0
U02486,I2623,1,2025/4/25 13:13,13,0,0,1,0,0,0
U01104,I2725,3,2025/4/25 14:13,14,0,0,1,1,0,0
U04452,I0899,1,2025/4/25 14:13,14,0,0,1,0,0,0
U01375,I0613,2,2025/4/25 15:13,15,0,0,1,0,0,0
U03743,I2556,2,2025/4/25 15:13,15,0,0,1,0,0,0
U00617,I1261,1,2025/4/25 18:13,18,0,0,1,0,0,0
U01097,I3069,2,2025/4/25 19:13,19,0,0,1,0,0,0
U00761,I3021,3,2025/4/26 1:13,1,1,0,1,1,0,0
U04264,I1544,2,2025/4/26 2:13,2,1,0,1,0,0,0
U01862,I0834,2,2025/4/26 9:13,9,1,0,1,0,1,0
U01170,I0988,2,2025/4/26 9:13,9,1,0,1,0,0,0
U04347,I1726,2,2025/4/26 11:13,11,1,0,1,0,1,0
U01404,I1834,1,2025/4/26 13:13,13,1,0,1,0,0,0
U04623,I0556,2,2025/4/26 15:13,15,1,0,1,0,0,0
U04865,I2748,3,2025/4/26 15:13,15,1,0,1,1,0,0
U01001,I0084,3,2025/4/26 15:13,15,1,0,1,1,0,0
U02992,I0866,2,2025/4/26 16:13,16,1,0,1,0,0,0
U03557,I2659,1,2025/4/26 16:13,16,1,0,1,0,0,0
U01413,I2344,2,2025/4/27 3:13,3,1,0,1,0,0,0
U01038,I1043,3,2025/4/27 4:13,4,1,0,1,1,0,0
U02207,I1376,2,2025/4/27 4:13,4,1,0,1,0,0,0
U00963,I2068,2,2025/4/27 6:13,6,1,0,1,0,0,0
U01816,I1272,3,2025/4/27 7:13,7,1,0,1,1,0,0
U02947,I1483,1,2025/4/27 8:13,8,1,0,1,0,0,0
U04144,I0353,2,2025/4/27 8:13,8,1,0,1,0,0,0
U00831,I3119,2,2025/4/27 8:13,8,1,0,1,0,0,0
U01776,I1587,2,2025/4/27 9:13,9,1,0,1,0,0,0
U03605,I0173,2,2025/4/27 9:13,9,1,0,1,0,0,0
U04013,I1001,4,2025/4/27 9:13,9,1,0,1,1,0,1
U04841,I2642,2,2025/4/27 10:13,10,1,0,1,0,0,0
U00762,I2096,1,2025/4/27 11:13,11,1,0,1,0,0,0
U02156,I1578,1,2025/4/27 12:13,12,1,0,1,0,0,0
U03330,I3121,2,2025/4/27 12:13,12,1,0,1,0,0,0
U02760,I2711,2,2025/4/27 13:13,13,1,0,1,0,0,0
U01778,I1261,2,2025/4/27 14:13,14,1,0,1,0,0,0
U00067,I2783,2,2025/4/27 14:13,14,1,0,1,0,0,0
U04913,I2836,2,2025/4/27 15:13,15,1,0,1,0,0,0
U02579,I2741,5,2025/4/27 16:13,16,1,0,1,1,1,1
U03666,I2904,1,2025/4/27 20:13,20,1,0,1,0,0,0
U01749,I3051,1,2025/4/27 23:13,23,1,0,1,0,0,0
U01798,I1630,1,2025/4/28 1:13,1,0,0,1,0,0,0
U00132,I2068,2,2025/4/28 5:13,5,0,0,1,0,0,0
U02821,I0793,2,2025/4/28 5:13,5,0,0,1,0,0,0
U01423,I2994,1,2025/4/28 7:13,7,0,0,1,0,0,0
U00126,I1695,2,2025/4/28 11:13,11,0,0,1,0,0,0
U03728,I2769,2,2025/4/28 12:13,12,0,0,1,0,0,0
U03394,I2396,1,2025/4/28 12:13,12,0,0,1,0,0,0
U01076,I0230,1,2025/4/28 12:13,12,0,0,1,0,0,0
U03343,I0306,2,2025/4/28 12:13,12,0,0,1,0,0,0
U03766,I0809,1,2025/4/28 13:13,13,0,0,1,0,0,0
U03165,I1376,2,2025/4/28 14:13,14,0,0,1,0,0,0
U02432,I3118,1,2025/4/28 15:13,15,0,0,1,0,0,0
U00912,I0642,2,2025/4/28 15:13,15,0,0,1,0,0,0
U04888,I0869,2,2025/4/28 16:13,16,0,0,1,0,0,0
U01585,I0911,2,2025/4/28 22:13,22,0,0,1,0,0,0
U03518,I0173,2,2025/4/29 2:13,2,0,0,1,0,0,0
U03133,I1333,2,2025/4/29 3:13,3,0,0,1,0,0,0
U03316,I2213,2,2025/4/29 4:13,4,0,0,1,0,0,0
U01366,I2783,2,2025/4/29 4:13,4,0,0,1,0,0,0
U03026,I0582,1,2025/4/29 5:13,5,0,0,1,0,0,0
U01456,I3065,2,2025/4/29 5:13,5,0,0,1,0,0,0
U02718,I2189,1,2025/4/29 9:13,9,0,0,1,0,0,0
U03266,I0347,2,2025/4/29 11:13,11,0,0,1,0,0,0
U02174,I0769,2,2025/4/29 12:13,12,0,0,1,0,0,0
U03783,I0530,1,2025/4/29 12:13,12,0,0,1,0,0,0
U01783,I2581,1,2025/4/29 12:13,12,0,0,1,0,0,0
U01249,I2008,2,2025/4/29 12:13,12,0,0,1,0,0,0
U02154,I0508,3,2025/4/29 12:13,12,0,0,1,1,0,0
U03579,I2177,3,2025/4/29 12:13,12,0,0,1,1,0,0
U03298,I1679,1,2025/4/29 13:13,13,0,0,1,0,0,0
U03592,I2994,1,2025/4/29 15:13,15,0,0,1,0,0,0
U02112,I0793,3,2025/4/29 16:13,16,0,0,1,1,0,0
U01021,I2384,1,2025/4/29 16:13,16,0,0,1,0,0,0
U03040,I2341,3,2025/4/29 16:13,16,0,0,1,1,0,0
U02771,I0963,2,2025/4/29 18:13,18,0,0,1,0,0,0
U02854,I2556,1,2025/4/29 23:13,23,0,0,1,0,0,0
U03772,I0899,3,2025/4/30 0:13,0,0,0,1,1,0,0
U01247,I1921,1,2025/4/30 2:13,2,0,0,1,0,0,0
U00788,I0530,3,2025/4/30 5:13,5,0,0,1,1,0,0
U03907,I1057,2,2025/4/30 7:13,7,0,0,1,0,0,0
U03243,I1966,2,2025/4/30 7:13,7,0,0,1,0,0,0
U03179,I2456,1,2025/4/30 7:13,7,0,0,1,0,0,0
U00724,I2341,2,2025/4/30 8:13,8,0,0,1,0,0,0
U00532,I0988,2,2025/4/30 9:13,9,0,0,1,0,0,0
U03178,I0988,1,2025/4/30 9:13,9,0,0,1,0,0,0
U04199,I2912,2,2025/4/30 9:13,9,0,0,1,0,1,0
U00069,I1457,2,2025/4/30 10:13,10,0,0,1,0,0,0
U01527,I2942,1,2025/4/30 11:13,11,0,0,1,0,0,0
U03879,I1679,1,2025/4/30 12:13,12,0,0,1,0,0,0
U00458,I2769,1,2025/4/30 12:13,12,0,0,1,0,0,0
U03781,I0140,2,2025/4/30 12:13,12,0,0,1,0,0,0
U04438,I3215,2,2025/4/30 13:13,13,0,0,1,0,0,0
U01347,I0269,2,2025/4/30 13:13,13,0,0,1,0,0,0
U01084,I0809,2,2025/4/30 16:13,16,0,0,1,0,0,0
U04060,I2186,3,2025/5/1 0:13,0,0,1,1,1,0,0
U03034,I0934,2,2025/5/1 3:13,3,0,0,1,0,0,0
U00357,I3142,1,2025/5/1 4:13,4,0,0,1,0,0,0
U01093,I2384,3,2025/5/1 5:13,5,0,0,1,1,0,0
U03777,I2207,1,2025/5/1 5:13,5,0,0,1,0,0,0
U03152,I0652,2,2025/5/1 6:13,6,0,1,1,0,0,0
U00506,I1750,1,2025/5/1 8:13,8,0,0,1,0,0,0
U02091,I0493,1,2025/5/1 9:13,9,0,0,1,0,0,0
U01943,I0536,1,2025/5/1 9:13,9,0,1,1,0,0,0
U02438,I2556,1,2025/5/1 10:13,10,0,0,1,0,0,0
U04193,I0116,3,2025/5/1 11:13,11,0,1,1,1,0,0
U04333,I0528,1,2025/5/1 12:13,12,0,0,1,0,0,0
U00058,I3285,2,2025/5/1 13:13,13,0,0,1,0,0,0
U03576,I0493,5,2025/5/1 13:13,13,0,1,1,1,1,1
U03153,I3132,2,2025/5/1 14:13,14,0,1,1,0,0,0
U01080,I2782,2,2025/5/1 14:13,14,0,0,1,0,0,0
U01908,I2207,1,2025/5/1 15:13,15,0,0,1,0,0,0
