id,first_user_id,second_user_id,status,create_time,update_time
2043642606338904065_2043642606338906066,2043642606338904065,2043642606338906066,EACH_FOLLOW,2026-02-01 16:42:00,2026-02-01 16:54:00
2043642606338904065_2043642606338906067,2043642606338904065,2043642606338906067,FIRST_FOLLOW,2026-02-01 16:49:00,2026-02-01 17:01:00
2043642606338906068_2043642606338904065,2043642606338906068,2043642606338904065,SECOND_FOLLOW,2026-02-01 16:56:00,2026-02-01 17:08:00
2043642606338904065_2043642606338906069,2043642606338904065,2043642606338906069,EACH_FOLLOW,2026-02-01 17:03:00,2026-02-01 17:15:00
2043642606338904065_2043642606338906070,2043642606338904065,2043642606338906070,FIRST_FOLLOW,2026-02-01 17:10:00,2026-02-01 17:22:00
2043642606338906071_2043642606338904065,2043642606338906071,2043642606338904065,SECOND_FOLLOW,2026-02-01 17:17:00,2026-02-01 17:29:00
2043642606338904065_2043642606338906072,2043642606338904065,2043642606338906072,EACH_FOLLOW,2026-02-01 17:24:00,2026-02-01 17:36:00
2043642606338904065_2043642606338906073,2043642606338904065,2043642606338906073,FIRST_FOLLOW,2026-02-01 17:31:00,2026-02-01 17:43:00
2043642606338906074_2043642606338904065,2043642606338906074,2043642606338904065,SECOND_FOLLOW,2026-02-01 17:38:00,2026-02-01 17:50:00
2043642606338904065_2043642606338906075,2043642606338904065,2043642606338906075,EACH_FOLLOW,2026-02-01 17:45:00,2026-02-01 17:57:00
2043642606338904065_2043642606338906076,2043642606338904065,2043642606338906076,FIRST_FOLLOW,2026-02-01 17:52:00,2026-02-01 18:04:00
2043642606338906077_2043642606338904065,2043642606338906077,2043642606338904065,SECOND_FOLLOW,2026-02-01 17:59:00,2026-02-01 18:11:00
2043642606338904065_2043642606338906078,2043642606338904065,2043642606338906078,EACH_FOLLOW,2026-02-01 18:06:00,2026-02-01 18:18:00
2043642606338904065_2043642606338906079,2043642606338904065,2043642606338906079,FIRST_FOLLOW,2026-02-01 18:13:00,2026-02-01 18:25:00
2043642606338906080_2043642606338904065,2043642606338906080,2043642606338904065,SECOND_FOLLOW,2026-02-01 18:20:00,2026-02-01 18:32:00
2043642606338904065_2043642606338906081,2043642606338904065,2043642606338906081,EACH_FOLLOW,2026-02-01 18:27:00,2026-02-01 18:39:00
2043642606338904065_2043642606338906082,2043642606338904065,2043642606338906082,FIRST_FOLLOW,2026-02-01 18:34:00,2026-02-01 18:46:00
2043642606338906083_2043642606338904065,2043642606338906083,2043642606338904065,SECOND_FOLLOW,2026-02-01 18:41:00,2026-02-01 18:53:00
2043642606338904065_2043642606338906084,2043642606338904065,2043642606338906084,EACH_FOLLOW,2026-02-01 18:48:00,2026-02-01 19:00:00
2043642606338904065_2043642606338906085,2043642606338904065,2043642606338906085,FIRST_FOLLOW,2026-02-01 18:55:00,2026-02-01 19:07:00
2043642606338906086_2043642606338904065,2043642606338906086,2043642606338904065,SECOND_FOLLOW,2026-02-01 19:02:00,2026-02-01 19:14:00
2043642606338904065_2043642606338906087,2043642606338904065,2043642606338906087,EACH_FOLLOW,2026-02-01 19:09:00,2026-02-01 19:21:00
2043642606338904065_2043642606338906088,2043642606338904065,2043642606338906088,FIRST_FOLLOW,2026-02-01 19:16:00,2026-02-01 19:28:00
2043642606338906089_2043642606338904065,2043642606338906089,2043642606338904065,SECOND_FOLLOW,2026-02-01 19:23:00,2026-02-01 19:35:00
2043642606338904065_2043642606338906090,2043642606338904065,2043642606338906090,EACH_FOLLOW,2026-02-01 19:30:00,2026-02-01 19:42:00
2043642606338904065_2043642606338906091,2043642606338904065,2043642606338906091,FIRST_FOLLOW,2026-02-01 19:37:00,2026-02-01 19:49:00
2043642606338906092_2043642606338904065,2043642606338906092,2043642606338904065,SECOND_FOLLOW,2026-02-01 19:44:00,2026-02-01 19:56:00
2043642606338904065_2043642606338906093,2043642606338904065,2043642606338906093,EACH_FOLLOW,2026-02-01 19:51:00,2026-02-01 20:03:00
2043642606338904065_2043642606338906094,2043642606338904065,2043642606338906094,FIRST_FOLLOW,2026-02-01 19:58:00,2026-02-01 20:10:00
2043642606338906095_2043642606338904065,2043642606338906095,2043642606338904065,SECOND_FOLLOW,2026-02-01 20:05:00,2026-02-01 20:17:00
2043642606338904065_2043642606338906096,2043642606338904065,2043642606338906096,EACH_FOLLOW,2026-02-01 20:12:00,2026-02-01 20:24:00
2043642606338904065_2043642606338906097,2043642606338904065,2043642606338906097,FIRST_FOLLOW,2026-02-01 20:19:00,2026-02-01 20:31:00
2043642606338906098_2043642606338904065,2043642606338906098,2043642606338904065,SECOND_FOLLOW,2026-02-01 20:26:00,2026-02-01 20:38:00
2043642606338904065_2043642606338906099,2043642606338904065,2043642606338906099,EACH_FOLLOW,2026-02-01 20:33:00,2026-02-01 20:45:00
2043642606338904065_2043642606338906100,2043642606338904065,2043642606338906100,FIRST_FOLLOW,2026-02-01 20:40:00,2026-02-01 20:52:00
2043642606338906101_2043642606338904065,2043642606338906101,2043642606338904065,SECOND_FOLLOW,2026-02-01 20:47:00,2026-02-01 20:59:00
2043642606338904065_2043642606338906102,2043642606338904065,2043642606338906102,EACH_FOLLOW,2026-02-01 20:54:00,2026-02-01 21:06:00
2043642606338904065_2043642606338906103,2043642606338904065,2043642606338906103,FIRST_FOLLOW,2026-02-01 21:01:00,2026-02-01 21:13:00
2043642606338906104_2043642606338904065,2043642606338906104,2043642606338904065,SECOND_FOLLOW,2026-02-01 21:08:00,2026-02-01 21:20:00
2043642606338904065_2043642606338906105,2043642606338904065,2043642606338906105,EACH_FOLLOW,2026-02-01 21:15:00,2026-02-01 21:27:00
2043642606338904065_2043642606338906106,2043642606338904065,2043642606338906106,FIRST_FOLLOW,2026-02-01 21:22:00,2026-02-01 21:34:00
2043642606338906107_2043642606338904065,2043642606338906107,2043642606338904065,SECOND_FOLLOW,2026-02-01 21:29:00,2026-02-01 21:41:00
2043642606338904065_2043642606338906108,2043642606338904065,2043642606338906108,EACH_FOLLOW,2026-02-01 21:36:00,2026-02-01 21:48:00
2043642606338904065_2043642606338906109,2043642606338904065,2043642606338906109,FIRST_FOLLOW,2026-02-01 21:43:00,2026-02-01 21:55:00
2043642606338906110_2043642606338904065,2043642606338906110,2043642606338904065,SECOND_FOLLOW,2026-02-01 21:50:00,2026-02-01 22:02:00
2043642606338904065_2043642606338906111,2043642606338904065,2043642606338906111,EACH_FOLLOW,2026-02-01 21:57:00,2026-02-01 22:09:00
2043642606338904065_2043642606338906112,2043642606338904065,2043642606338906112,FIRST_FOLLOW,2026-02-01 22:04:00,2026-02-01 22:16:00
2043642606338906113_2043642606338904065,2043642606338906113,2043642606338904065,SECOND_FOLLOW,2026-02-01 22:11:00,2026-02-01 22:23:00
2043642606338904065_2043642606338906114,2043642606338904065,2043642606338906114,EACH_FOLLOW,2026-02-01 22:18:00,2026-02-01 22:30:00
2043642606338904065_2043642606338906115,2043642606338904065,2043642606338906115,FIRST_FOLLOW,2026-02-01 22:25:00,2026-02-01 22:37:00
2043642606338906116_2043642606338904065,2043642606338906116,2043642606338904065,SECOND_FOLLOW,2026-02-01 22:32:00,2026-02-01 22:44:00
2043642606338904065_2043642606338906117,2043642606338904065,2043642606338906117,EACH_FOLLOW,2026-02-01 22:39:00,2026-02-01 22:51:00
2043642606338904065_2043642606338906118,2043642606338904065,2043642606338906118,FIRST_FOLLOW,2026-02-01 22:46:00,2026-02-01 22:58:00
2043642606338906119_2043642606338904065,2043642606338906119,2043642606338904065,SECOND_FOLLOW,2026-02-01 22:53:00,2026-02-01 23:05:00
2043642606338904065_2043642606338906120,2043642606338904065,2043642606338906120,EACH_FOLLOW,2026-02-01 23:00:00,2026-02-01 23:12:00
2043642606338904065_2043642606338906121,2043642606338904065,2043642606338906121,FIRST_FOLLOW,2026-02-01 23:07:00,2026-02-01 23:19:00
2043642606338906122_2043642606338904065,2043642606338906122,2043642606338904065,SECOND_FOLLOW,2026-02-01 23:14:00,2026-02-01 23:26:00
2043642606338904065_2043642606338906123,2043642606338904065,2043642606338906123,EACH_FOLLOW,2026-02-01 23:21:00,2026-02-01 23:33:00
2043642606338904065_2043642606338906124,2043642606338904065,2043642606338906124,FIRST_FOLLOW,2026-02-01 23:28:00,2026-02-01 23:40:00
2043642606338906125_2043642606338904065,2043642606338906125,2043642606338904065,SECOND_FOLLOW,2026-02-01 23:35:00,2026-02-01 23:47:00
2043642606338904065_2043642606338906126,2043642606338904065,2043642606338906126,EACH_FOLLOW,2026-02-01 23:42:00,2026-02-01 23:54:00
2043642606338904065_2043642606338906127,2043642606338904065,2043642606338906127,FIRST_FOLLOW,2026-02-01 23:49:00,2026-02-02 00:01:00
2043642606338906128_2043642606338904065,2043642606338906128,2043642606338904065,SECOND_FOLLOW,2026-02-01 23:56:00,2026-02-02 00:08:00
2043642606338904065_2043642606338906129,2043642606338904065,2043642606338906129,EACH_FOLLOW,2026-02-02 00:03:00,2026-02-02 00:15:00
2043642606338904065_2043642606338906130,2043642606338904065,2043642606338906130,FIRST_FOLLOW,2026-02-02 00:10:00,2026-02-02 00:22:00
2043642606338906131_2043642606338904065,2043642606338906131,2043642606338904065,SECOND_FOLLOW,2026-02-02 00:17:00,2026-02-02 00:29:00
2043642606338904065_2043642606338906132,2043642606338904065,2043642606338906132,EACH_FOLLOW,2026-02-02 00:24:00,2026-02-02 00:36:00
2043642606338904065_2043642606338906133,2043642606338904065,2043642606338906133,FIRST_FOLLOW,2026-02-02 00:31:00,2026-02-02 00:43:00
2043642606338906134_2043642606338904065,2043642606338906134,2043642606338904065,SECOND_FOLLOW,2026-02-02 00:38:00,2026-02-02 00:50:00
2043642606338904065_2043642606338906135,2043642606338904065,2043642606338906135,EACH_FOLLOW,2026-02-02 00:45:00,2026-02-02 00:57:00
2043642606338904065_2043642606338906136,2043642606338904065,2043642606338906136,FIRST_FOLLOW,2026-02-02 00:52:00,2026-02-02 01:04:00
2043642606338906137_2043642606338904065,2043642606338906137,2043642606338904065,SECOND_FOLLOW,2026-02-02 00:59:00,2026-02-02 01:11:00
2043642606338904065_2043642606338906138,2043642606338904065,2043642606338906138,EACH_FOLLOW,2026-02-02 01:06:00,2026-02-02 01:18:00
2043642606338904065_2043642606338906139,2043642606338904065,2043642606338906139,FIRST_FOLLOW,2026-02-02 01:13:00,2026-02-02 01:25:00
2043642606338906140_2043642606338904065,2043642606338906140,2043642606338904065,SECOND_FOLLOW,2026-02-02 01:20:00,2026-02-02 01:32:00
2043642606338904065_2043642606338906141,2043642606338904065,2043642606338906141,EACH_FOLLOW,2026-02-02 01:27:00,2026-02-02 01:39:00
2043642606338904065_2043642606338906142,2043642606338904065,2043642606338906142,FIRST_FOLLOW,2026-02-02 01:34:00,2026-02-02 01:46:00
2043642606338906143_2043642606338904065,2043642606338906143,2043642606338904065,SECOND_FOLLOW,2026-02-02 01:41:00,2026-02-02 01:53:00
2043642606338904065_2043642606338906144,2043642606338904065,2043642606338906144,EACH_FOLLOW,2026-02-02 01:48:00,2026-02-02 02:00:00
2043642606338904065_2043642606338906145,2043642606338904065,2043642606338906145,FIRST_FOLLOW,2026-02-02 01:55:00,2026-02-02 02:07:00
2043642606338906146_2043642606338904065,2043642606338906146,2043642606338904065,SECOND_FOLLOW,2026-02-02 02:02:00,2026-02-02 02:14:00
2043642606338904065_2043642606338906147,2043642606338904065,2043642606338906147,EACH_FOLLOW,2026-02-02 02:09:00,2026-02-02 02:21:00
2043642606338904065_2043642606338906148,2043642606338904065,2043642606338906148,FIRST_FOLLOW,2026-02-02 02:16:00,2026-02-02 02:28:00
2043642606338906149_2043642606338904065,2043642606338906149,2043642606338904065,SECOND_FOLLOW,2026-02-02 02:23:00,2026-02-02 02:35:00
2043642606338904065_2043642606338906150,2043642606338904065,2043642606338906150,EACH_FOLLOW,2026-02-02 02:30:00,2026-02-02 02:42:00
2043642606338904065_2043642606338906151,2043642606338904065,2043642606338906151,FIRST_FOLLOW,2026-02-02 02:37:00,2026-02-02 02:49:00
2043642606338906152_2043642606338904065,2043642606338906152,2043642606338904065,SECOND_FOLLOW,2026-02-02 02:44:00,2026-02-02 02:56:00
2043642606338904065_2043642606338906153,2043642606338904065,2043642606338906153,EACH_FOLLOW,2026-02-02 02:51:00,2026-02-02 03:03:00
2043642606338904065_2043642606338906154,2043642606338904065,2043642606338906154,FIRST_FOLLOW,2026-02-02 02:58:00,2026-02-02 03:10:00
2043642606338906155_2043642606338904065,2043642606338906155,2043642606338904065,SECOND_FOLLOW,2026-02-02 03:05:00,2026-02-02 03:17:00
2043642606338904065_2043642606338906156,2043642606338904065,2043642606338906156,EACH_FOLLOW,2026-02-02 03:12:00,2026-02-02 03:24:00
2043642606338904065_2043642606338906157,2043642606338904065,2043642606338906157,FIRST_FOLLOW,2026-02-02 03:19:00,2026-02-02 03:31:00
2043642606338906158_2043642606338904065,2043642606338906158,2043642606338904065,SECOND_FOLLOW,2026-02-02 03:26:00,2026-02-02 03:38:00
2043642606338904065_2043642606338906159,2043642606338904065,2043642606338906159,EACH_FOLLOW,2026-02-02 03:33:00,2026-02-02 03:45:00
2043642606338904065_2043642606338906160,2043642606338904065,2043642606338906160,FIRST_FOLLOW,2026-02-02 03:40:00,2026-02-02 03:52:00
2043642606338906161_2043642606338904065,2043642606338906161,2043642606338904065,SECOND_FOLLOW,2026-02-02 03:47:00,2026-02-02 03:59:00
2043642606338904065_2043642606338906162,2043642606338904065,2043642606338906162,EACH_FOLLOW,2026-02-02 03:54:00,2026-02-02 04:06:00
2043642606338904065_2043642606338906163,2043642606338904065,2043642606338906163,FIRST_FOLLOW,2026-02-02 04:01:00,2026-02-02 04:13:00
2043642606338906164_2043642606338904065,2043642606338906164,2043642606338904065,SECOND_FOLLOW,2026-02-02 04:08:00,2026-02-02 04:20:00
2043642606338904065_2043642606338906165,2043642606338904065,2043642606338906165,EACH_FOLLOW,2026-02-02 04:15:00,2026-02-02 04:27:00
2043642606338904065_2043642606338906166,2043642606338904065,2043642606338906166,FIRST_FOLLOW,2026-02-02 04:22:00,2026-02-02 04:34:00
2043642606338906167_2043642606338904065,2043642606338906167,2043642606338904065,SECOND_FOLLOW,2026-02-02 04:29:00,2026-02-02 04:41:00
2043642606338904065_2043642606338906168,2043642606338904065,2043642606338906168,EACH_FOLLOW,2026-02-02 04:36:00,2026-02-02 04:48:00
2043642606338904065_2043642606338906169,2043642606338904065,2043642606338906169,FIRST_FOLLOW,2026-02-02 04:43:00,2026-02-02 04:55:00
2043642606338906170_2043642606338904065,2043642606338906170,2043642606338904065,SECOND_FOLLOW,2026-02-02 04:50:00,2026-02-02 05:02:00
2043642606338904065_2043642606338906171,2043642606338904065,2043642606338906171,EACH_FOLLOW,2026-02-02 04:57:00,2026-02-02 05:09:00
2043642606338904065_2043642606338906172,2043642606338904065,2043642606338906172,FIRST_FOLLOW,2026-02-02 05:04:00,2026-02-02 05:16:00
2043642606338906173_2043642606338904065,2043642606338906173,2043642606338904065,SECOND_FOLLOW,2026-02-02 05:11:00,2026-02-02 05:23:00
2043642606338904065_2043642606338906174,2043642606338904065,2043642606338906174,EACH_FOLLOW,2026-02-02 05:18:00,2026-02-02 05:30:00
2043642606338904065_2043642606338906175,2043642606338904065,2043642606338906175,FIRST_FOLLOW,2026-02-02 05:25:00,2026-02-02 05:37:00
2043642606338906176_2043642606338904065,2043642606338906176,2043642606338904065,SECOND_FOLLOW,2026-02-02 05:32:00,2026-02-02 05:44:00
2043642606338904065_2043642606338906177,2043642606338904065,2043642606338906177,EACH_FOLLOW,2026-02-02 05:39:00,2026-02-02 05:51:00
2043642606338904065_2043642606338906178,2043642606338904065,2043642606338906178,FIRST_FOLLOW,2026-02-02 05:46:00,2026-02-02 05:58:00
2043642606338906179_2043642606338904065,2043642606338906179,2043642606338904065,SECOND_FOLLOW,2026-02-02 05:53:00,2026-02-02 06:05:00
2043642606338904065_2043642606338906180,2043642606338904065,2043642606338906180,EACH_FOLLOW,2026-02-02 06:00:00,2026-02-02 06:12:00
2043642606338904065_2043642606338906181,2043642606338904065,2043642606338906181,FIRST_FOLLOW,2026-02-02 06:07:00,2026-02-02 06:19:00
2043642606338906182_2043642606338904065,2043642606338906182,2043642606338904065,SECOND_FOLLOW,2026-02-02 06:14:00,2026-02-02 06:26:00
2043642606338904065_2043642606338906183,2043642606338904065,2043642606338906183,EACH_FOLLOW,2026-02-02 06:21:00,2026-02-02 06:33:00
2043642606338904065_2043642606338906184,2043642606338904065,2043642606338906184,FIRST_FOLLOW,2026-02-02 06:28:00,2026-02-02 06:40:00
2043642606338906185_2043642606338904065,2043642606338906185,2043642606338904065,SECOND_FOLLOW,2026-02-02 06:35:00,2026-02-02 06:47:00
2043642606338904065_2043642606338906186,2043642606338904065,2043642606338906186,EACH_FOLLOW,2026-02-02 06:42:00,2026-02-02 06:54:00
2043642606338904065_2043642606338906187,2043642606338904065,2043642606338906187,FIRST_FOLLOW,2026-02-02 06:49:00,2026-02-02 07:01:00
2043642606338906188_2043642606338904065,2043642606338906188,2043642606338904065,SECOND_FOLLOW,2026-02-02 06:56:00,2026-02-02 07:08:00
2043642606338904065_2043642606338906189,2043642606338904065,2043642606338906189,EACH_FOLLOW,2026-02-02 07:03:00,2026-02-02 07:15:00
2043642606338904065_2043642606338906190,2043642606338904065,2043642606338906190,FIRST_FOLLOW,2026-02-02 07:10:00,2026-02-02 07:22:00
2043642606338906191_2043642606338904065,2043642606338906191,2043642606338904065,SECOND_FOLLOW,2026-02-02 07:17:00,2026-02-02 07:29:00
2043642606338904065_2043642606338906192,2043642606338904065,2043642606338906192,EACH_FOLLOW,2026-02-02 07:24:00,2026-02-02 07:36:00
2043642606338904065_2043642606338906193,2043642606338904065,2043642606338906193,FIRST_FOLLOW,2026-02-02 07:31:00,2026-02-02 07:43:00
2043642606338906194_2043642606338904065,2043642606338906194,2043642606338904065,SECOND_FOLLOW,2026-02-02 07:38:00,2026-02-02 07:50:00
2043642606338904065_2043642606338906195,2043642606338904065,2043642606338906195,EACH_FOLLOW,2026-02-02 07:45:00,2026-02-02 07:57:00
2043642606338904065_2043642606338906196,2043642606338904065,2043642606338906196,FIRST_FOLLOW,2026-02-02 07:52:00,2026-02-02 08:04:00
2043642606338906197_2043642606338904065,2043642606338906197,2043642606338904065,SECOND_FOLLOW,2026-02-02 07:59:00,2026-02-02 08:11:00
2043642606338904065_2043642606338906198,2043642606338904065,2043642606338906198,EACH_FOLLOW,2026-02-02 08:06:00,2026-02-02 08:18:00
2043642606338904065_2043642606338906199,2043642606338904065,2043642606338906199,FIRST_FOLLOW,2026-02-02 08:13:00,2026-02-02 08:25:00
2043642606338906200_2043642606338904065,2043642606338906200,2043642606338904065,SECOND_FOLLOW,2026-02-02 08:20:00,2026-02-02 08:32:00
