id,forum_id,user_id,parent_id,root_id,reply_to_comment_id,reply_user_name,status,like_count,content,create_time,update_time
39,710000000000000008,2043642606338903538,36,36,38,用户2043642606338903537,1,73,回复楼中楼 继续讨论细节,2026-02-01 10:55:00,2026-02-01 10:59:00
40,710000000000000008,2043642606338903539,37,37,37,用户2043642606338903536,1,78,回复主楼B 给出不同建议,2026-02-01 10:58:00,2026-02-01 11:01:00
41,710000000000000009,2043642606338903540,0,41,0,,1,83,主楼评论A 针对论坛710000000000000009 的看法,2026-02-01 11:01:00,2026-02-01 11:06:00
42,710000000000000009,2043642606338903541,0,42,0,,1,88,主楼评论B 补充论坛710000000000000009 的观点,2026-02-01 11:04:00,2026-02-01 11:10:00
43,710000000000000009,2043642606338903542,41,41,41,用户2043642606338903540,1,93,回复主楼A 提供补充信息,2026-02-01 11:07:00,2026-02-01 11:11:00
44,710000000000000009,2043642606338903543,41,41,43,用户2043642606338903542,1,98,回复楼中楼 继续讨论细节,2026-02-01 11:10:00,2026-02-01 11:14:00
45,710000000000000009,2043642606338903544,42,42,42,用户2043642606338903541,1,103,回复主楼B 给出不同建议,2026-02-01 11:13:00,2026-02-01 11:16:00
46,710000000000000010,2043642606338903545,0,46,0,,1,108,主楼评论A 针对论坛710000000000000010 的看法,2026-02-01 11:16:00,2026-02-01 11:21:00
47,710000000000000010,2043642606338903546,0,47,0,,1,113,主楼评论B 补充论坛710000000000000010 的观点,2026-02-01 11:19:00,2026-02-01 11:25:00
48,710000000000000010,2043642606338903547,46,46,46,用户2043642606338903545,1,118,回复主楼A 提供补充信息,2026-02-01 11:22:00,2026-02-01 11:26:00
49,710000000000000010,2043642606338903548,46,46,48,用户2043642606338903547,1,3,回复楼中楼 继续讨论细节,2026-02-01 11:25:00,2026-02-01 11:29:00
50,710000000000000010,2043642606338903549,47,47,47,用户2043642606338903546,1,8,回复主楼B 给出不同建议,2026-02-01 11:28:00,2026-02-01 11:31:00
51,710000000000000011,2043642606338903550,0,51,0,,1,13,主楼评论A 针对论坛710000000000000011 的看法,2026-02-01 11:31:00,2026-02-01 11:36:00
52,710000000000000011,2043642606338903551,0,52,0,,1,18,主楼评论B 补充论坛710000000000000011 的观点,2026-02-01 11:34:00,2026-02-01 11:40:00
53,710000000000000011,2043642606338903552,51,51,51,用户2043642606338903550,1,23,回复主楼A 提供补充信息,2026-02-01 11:37:00,2026-02-01 11:41:00
54,710000000000000011,2043642606338903553,51,51,53,用户2043642606338903552,1,28,回复楼中楼 继续讨论细节,2026-02-01 11:40:00,2026-02-01 11:44:00
55,710000000000000011,2043642606338903554,52,52,52,用户2043642606338903551,1,33,回复主楼B 给出不同建议,2026-02-01 11:43:00,2026-02-01 11:46:00
56,710000000000000012,2043642606338903555,0,56,0,,1,38,主楼评论A 针对论坛710000000000000012 的看法,2026-02-01 11:46:00,2026-02-01 11:51:00
57,710000000000000012,2043642606338903556,0,57,0,,1,43,主楼评论B 补充论坛710000000000000012 的观点,2026-02-01 11:49:00,2026-02-01 11:55:00
58,710000000000000012,2043642606338903557,56,56,56,用户2043642606338903555,1,48,回复主楼A 提供补充信息,2026-02-01 11:52:00,2026-02-01 11:56:00
59,710000000000000012,2043642606338903558,56,56,58,用户2043642606338903557,1,53,回复楼中楼 继续讨论细节,2026-02-01 11:55:00,2026-02-01 11:59:00
60,710000000000000012,2043642606338903559,57,57,57,用户2043642606338903556,1,58,回复主楼B 给出不同建议,2026-02-01 11:58:00,2026-02-01 12:01:00
61,710000000000000013,2043642606338903560,0,61,0,,1,63,主楼评论A 针对论坛710000000000000013 的看法,2026-02-01 12:01:00,2026-02-01 12:06:00
62,710000000000000013,2043642606338903561,0,62,0,,1,68,主楼评论B 补充论坛710000000000000013 的观点,2026-02-01 12:04:00,2026-02-01 12:10:00
63,710000000000000013,2043642606338903562,61,61,61,用户2043642606338903560,1,73,回复主楼A 提供补充信息,2026-02-01 12:07:00,2026-02-01 12:11:00
64,710000000000000013,2043642606338903563,61,61,63,用户2043642606338903562,1,78,回复楼中楼 继续讨论细节,2026-02-01 12:10:00,2026-02-01 12:14:00
65,710000000000000013,2043642606338903564,62,62,62,用户2043642606338903561,1,83,回复主楼B 给出不同建议,2026-02-01 12:13:00,2026-02-01 12:16:00
66,710000000000000014,2043642606338903565,0,66,0,,1,88,主楼评论A 针对论坛710000000000000014 的看法,2026-02-01 12:16:00,2026-02-01 12:21:00
67,710000000000000014,2043642606338903566,0,67,0,,1,93,主楼评论B 补充论坛710000000000000014 的观点,2026-02-01 12:19:00,2026-02-01 12:25:00
68,710000000000000014,2043642606338903567,66,66,66,用户2043642606338903565,1,98,回复主楼A 提供补充信息,2026-02-01 12:22:00,2026-02-01 12:26:00
69,710000000000000014,2043642606338903568,66,66,68,用户2043642606338903567,1,103,回复楼中楼 继续讨论细节,2026-02-01 12:25:00,2026-02-01 12:29:00
70,710000000000000014,2043642606338903569,67,67,67,用户2043642606338903566,1,108,回复主楼B 给出不同建议,2026-02-01 12:28:00,2026-02-01 12:31:00
71,710000000000000015,2043642606338903570,0,71,0,,1,113,主楼评论A 针对论坛710000000000000015 的看法,2026-02-01 12:31:00,2026-02-01 12:36:00
72,710000000000000015,2043642606338903571,0,72,0,,1,118,主楼评论B 补充论坛710000000000000015 的观点,2026-02-01 12:34:00,2026-02-01 12:40:00
73,710000000000000015,2043642606338903572,71,71,71,用户2043642606338903570,1,3,回复主楼A 提供补充信息,2026-02-01 12:37:00,2026-02-01 12:41:00
74,710000000000000015,2043642606338903573,71,71,73,用户2043642606338903572,1,8,回复楼中楼 继续讨论细节,2026-02-01 12:40:00,2026-02-01 12:44:00
75,710000000000000015,2043642606338903574,72,72,72,用户2043642606338903571,1,13,回复主楼B 给出不同建议,2026-02-01 12:43:00,2026-02-01 12:46:00
76,710000000000000016,2043642606338903575,0,76,0,,1,18,主楼评论A 针对论坛710000000000000016 的看法,2026-02-01 12:46:00,2026-02-01 12:51:00
77,710000000000000016,2043642606338903576,0,77,0,,1,23,主楼评论B 补充论坛710000000000000016 的观点,2026-02-01 12:49:00,2026-02-01 12:55:00
78,710000000000000016,2043642606338903577,76,76,76,用户2043642606338903575,1,28,回复主楼A 提供补充信息,2026-02-01 12:52:00,2026-02-01 12:56:00
79,710000000000000016,2043642606338903578,76,76,78,用户2043642606338903577,1,33,回复楼中楼 继续讨论细节,2026-02-01 12:55:00,2026-02-01 12:59:00
80,710000000000000016,2043642606338903579,77,77,77,用户2043642606338903576,1,38,回复主楼B 给出不同建议,2026-02-01 12:58:00,2026-02-01 13:01:00
81,710000000000000017,2043642606338903580,0,81,0,,1,43,主楼评论A 针对论坛710000000000000017 的看法,2026-02-01 13:01:00,2026-02-01 13:06:00
82,710000000000000017,2043642606338903581,0,82,0,,1,48,主楼评论B 补充论坛710000000000000017 的观点,2026-02-01 13:04:00,2026-02-01 13:10:00
83,710000000000000017,2043642606338903582,81,81,81,用户2043642606338903580,1,53,回复主楼A 提供补充信息,2026-02-01 13:07:00,2026-02-01 13:11:00
84,710000000000000017,2043642606338903583,81,81,83,用户2043642606338903582,1,58,回复楼中楼 继续讨论细节,2026-02-01 13:10:00,2026-02-01 13:14:00
85,710000000000000017,2043642606338903584,82,82,82,用户2043642606338903581,1,63,回复主楼B 给出不同建议,2026-02-01 13:13:00,2026-02-01 13:16:00
86,710000000000000018,2043642606338903585,0,86,0,,1,68,主楼评论A 针对论坛710000000000000018 的看法,2026-02-01 13:16:00,2026-02-01 13:21:00
87,710000000000000018,2043642606338903586,0,87,0,,1,73,主楼评论B 补充论坛710000000000000018 的观点,2026-02-01 13:19:00,2026-02-01 13:25:00
88,710000000000000018,2043642606338903587,86,86,86,用户2043642606338903585,1,78,回复主楼A 提供补充信息,2026-02-01 13:22:00,2026-02-01 13:26:00
89,710000000000000018,2043642606338903588,86,86,88,用户2043642606338903587,1,83,回复楼中楼 继续讨论细节,2026-02-01 13:25:00,2026-02-01 13:29:00
90,710000000000000018,2043642606338903589,87,87,87,用户2043642606338903586,1,88,回复主楼B 给出不同建议,2026-02-01 13:28:00,2026-02-01 13:31:00
91,710000000000000019,2043642606338903590,0,91,0,,1,93,主楼评论A 针对论坛710000000000000019 的看法,2026-02-01 13:31:00,2026-02-01 13:36:00
92,710000000000000019,2043642606338903591,0,92,0,,1,98,主楼评论B 补充论坛710000000000000019 的观点,2026-02-01 13:34:00,2026-02-01 13:40:00
93,710000000000000019,2043642606338903592,91,91,91,用户2043642606338903590,1,103,回复主楼A 提供补充信息,2026-02-01 13:37:00,2026-02-01 13:41:00
94,710000000000000019,2043642606338903593,91,91,93,用户2043642606338903592,1,108,回复楼中楼 继续讨论细节,2026-02-01 13:40:00,2026-02-01 13:44:00
95,710000000000000019,2043642606338903594,92,92,92,用户2043642606338903591,1,113,回复主楼B 给出不同建议,2026-02-01 13:43:00,2026-02-01 13:46:00
96,710000000000000020,2043642606338903595,0,96,0,,1,118,主楼评论A 针对论坛710000000000000020 的看法,2026-02-01 13:46:00,2026-02-01 13:51:00
97,710000000000000020,2043642606338903596,0,97,0,,1,3,主楼评论B 补充论坛710000000000000020 的观点,2026-02-01 13:49:00,2026-02-01 13:55:00
98,710000000000000020,2043642606338903597,96,96,96,用户2043642606338903595,1,8,回复主楼A 提供补充信息,2026-02-01 13:52:00,2026-02-01 13:56:00
99,710000000000000020,2043642606338903598,96,96,98,用户2043642606338903597,1,13,回复楼中楼 继续讨论细节,2026-02-01 13:55:00,2026-02-01 13:59:00
100,710000000000000020,2043642606338903599,97,97,97,用户2043642606338903596,1,18,回复主楼B 给出不同建议,2026-02-01 13:58:00,2026-02-01 14:01:00
101,710000000000000021,2043642606338903600,0,101,0,,1,23,主楼评论A 针对论坛710000000000000021 的看法,2026-02-01 14:01:00,2026-02-01 14:06:00
102,710000000000000021,2043642606338903601,0,102,0,,1,28,主楼评论B 补充论坛710000000000000021 的观点,2026-02-01 14:04:00,2026-02-01 14:10:00
103,710000000000000021,2043642606338903602,101,101,101,用户2043642606338903600,1,33,回复主楼A 提供补充信息,2026-02-01 14:07:00,2026-02-01 14:11:00
104,710000000000000021,2043642606338903603,101,101,103,用户2043642606338903602,1,38,回复楼中楼 继续讨论细节,2026-02-01 14:10:00,2026-02-01 14:14:00
105,710000000000000021,2043642606338903604,102,102,102,用户2043642606338903601,1,43,回复主楼B 给出不同建议,2026-02-01 14:13:00,2026-02-01 14:16:00
106,710000000000000022,2043642606338903605,0,106,0,,1,48,主楼评论A 针对论坛710000000000000022 的看法,2026-02-01 14:16:00,2026-02-01 14:21:00
107,710000000000000022,2043642606338903606,0,107,0,,1,53,主楼评论B 补充论坛710000000000000022 的观点,2026-02-01 14:19:00,2026-02-01 14:25:00
108,710000000000000022,2043642606338903607,106,106,106,用户2043642606338903605,1,58,回复主楼A 提供补充信息,2026-02-01 14:22:00,2026-02-01 14:26:00
109,710000000000000022,2043642606338903608,106,106,108,用户2043642606338903607,1,63,回复楼中楼 继续讨论细节,2026-02-01 14:25:00,2026-02-01 14:29:00
110,710000000000000022,2043642606338903609,107,107,107,用户2043642606338903606,1,68,回复主楼B 给出不同建议,2026-02-01 14:28:00,2026-02-01 14:31:00
111,710000000000000023,2043642606338903610,0,111,0,,1,73,主楼评论A 针对论坛710000000000000023 的看法,2026-02-01 14:31:00,2026-02-01 14:36:00
112,710000000000000023,2043642606338903611,0,112,0,,1,78,主楼评论B 补充论坛710000000000000023 的观点,2026-02-01 14:34:00,2026-02-01 14:40:00
113,710000000000000023,2043642606338903612,111,111,111,用户2043642606338903610,1,83,回复主楼A 提供补充信息,2026-02-01 14:37:00,2026-02-01 14:41:00
114,710000000000000023,2043642606338903613,111,111,113,用户2043642606338903612,1,88,回复楼中楼 继续讨论细节,2026-02-01 14:40:00,2026-02-01 14:44:00
115,710000000000000023,2043642606338903614,112,112,112,用户2043642606338903611,1,93,回复主楼B 给出不同建议,2026-02-01 14:43:00,2026-02-01 14:46:00
116,710000000000000024,2043642606338903615,0,116,0,,1,98,主楼评论A 针对论坛710000000000000024 的看法,2026-02-01 14:46:00,2026-02-01 14:51:00
117,710000000000000024,2043642606338903616,0,117,0,,1,103,主楼评论B 补充论坛710000000000000024 的观点,2026-02-01 14:49:00,2026-02-01 14:55:00
118,710000000000000024,2043642606338903617,116,116,116,用户2043642606338903615,1,108,回复主楼A 提供补充信息,2026-02-01 14:52:00,2026-02-01 14:56:00
119,710000000000000024,2043642606338903618,116,116,118,用户2043642606338903617,1,113,回复楼中楼 继续讨论细节,2026-02-01 14:55:00,2026-02-01 14:59:00
120,710000000000000024,2043642606338903619,117,117,117,用户2043642606338903616,1,118,回复主楼B 给出不同建议,2026-02-01 14:58:00,2026-02-01 15:01:00
121,710000000000000025,2043642606338903620,0,121,0,,1,3,主楼评论A 针对论坛710000000000000025 的看法,2026-02-01 15:01:00,2026-02-01 15:06:00
122,710000000000000025,2043642606338903621,0,122,0,,1,8,主楼评论B 补充论坛710000000000000025 的观点,2026-02-01 15:04:00,2026-02-01 15:10:00
123,710000000000000025,2043642606338903622,121,121,121,用户2043642606338903620,1,13,回复主楼A 提供补充信息,2026-02-01 15:07:00,2026-02-01 15:11:00
124,710000000000000025,2043642606338903623,121,121,123,用户2043642606338903622,1,18,回复楼中楼 继续讨论细节,2026-02-01 15:10:00,2026-02-01 15:14:00
125,710000000000000025,2043642606338903624,122,122,122,用户2043642606338903621,1,23,回复主楼B 给出不同建议,2026-02-01 15:13:00,2026-02-01 15:16:00
126,710000000000000026,2043642606338903625,0,126,0,,1,28,主楼评论A 针对论坛710000000000000026 的看法,2026-02-01 15:16:00,2026-02-01 15:21:00
127,710000000000000026,2043642606338903626,0,127,0,,1,33,主楼评论B 补充论坛710000000000000026 的观点,2026-02-01 15:19:00,2026-02-01 15:25:00
128,710000000000000026,2043642606338903627,126,126,126,用户2043642606338903625,1,38,回复主楼A 提供补充信息,2026-02-01 15:22:00,2026-02-01 15:26:00
129,710000000000000026,2043642606338903628,126,126,128,用户2043642606338903627,1,43,回复楼中楼 继续讨论细节,2026-02-01 15:25:00,2026-02-01 15:29:00
130,710000000000000026,2043642606338903629,127,127,127,用户2043642606338903626,1,48,回复主楼B 给出不同建议,2026-02-01 15:28:00,2026-02-01 15:31:00
131,710000000000000027,2043642606338903630,0,131,0,,1,53,主楼评论A 针对论坛710000000000000027 的看法,2026-02-01 15:31:00,2026-02-01 15:36:00
132,710000000000000027,2043642606338903631,0,132,0,,1,58,主楼评论B 补充论坛710000000000000027 的观点,2026-02-01 15:34:00,2026-02-01 15:40:00
133,710000000000000027,2043642606338903632,131,131,131,用户2043642606338903630,1,63,回复主楼A 提供补充信息,2026-02-01 15:37:00,2026-02-01 15:41:00
134,710000000000000027,2043642606338903633,131,131,133,用户2043642606338903632,1,68,回复楼中楼 继续讨论细节,2026-02-01 15:40:00,2026-02-01 15:44:00
135,710000000000000027,2043642606338903634,132,132,132,用户2043642606338903631,1,73,回复主楼B 给出不同建议,2026-02-01 15:43:00,2026-02-01 15:46:00
136,710000000000000028,2043642606338903635,0,136,0,,1,78,主楼评论A 针对论坛710000000000000028 的看法,2026-02-01 15:46:00,2026-02-01 15:51:00
137,710000000000000028,2043642606338903636,0,137,0,,1,83,主楼评论B 补充论坛710000000000000028 的观点,2026-02-01 15:49:00,2026-02-01 15:55:00
138,710000000000000028,2043642606338903637,136,136,136,用户2043642606338903635,1,88,回复主楼A 提供补充信息,2026-02-01 15:52:00,2026-02-01 15:56:00
139,710000000000000028,2043642606338903638,136,136,138,用户2043642606338903637,1,93,回复楼中楼 继续讨论细节,2026-02-01 15:55:00,2026-02-01 15:59:00
140,710000000000000028,2043642606338903639,137,137,137,用户2043642606338903636,1,98,回复主楼B 给出不同建议,2026-02-01 15:58:00,2026-02-01 16:01:00
141,710000000000000029,2043642606338903640,0,141,0,,1,103,主楼评论A 针对论坛710000000000000029 的看法,2026-02-01 16:01:00,2026-02-01 16:06:00
142,710000000000000029,2043642606338903641,0,142,0,,1,108,主楼评论B 补充论坛710000000000000029 的观点,2026-02-01 16:04:00,2026-02-01 16:10:00
143,710000000000000029,2043642606338903642,141,141,141,用户2043642606338903640,1,113,回复主楼A 提供补充信息,2026-02-01 16:07:00,2026-02-01 16:11:00
144,710000000000000029,2043642606338903643,141,141,143,用户2043642606338903642,1,118,回复楼中楼 继续讨论细节,2026-02-01 16:10:00,2026-02-01 16:14:00
145,710000000000000029,2043642606338903644,142,142,142,用户2043642606338903641,1,3,回复主楼B 给出不同建议,2026-02-01 16:13:00,2026-02-01 16:16:00
146,710000000000000030,2043642606338903645,0,146,0,,1,8,主楼评论A 针对论坛710000000000000030 的看法,2026-02-01 16:16:00,2026-02-01 16:21:00
147,710000000000000030,2043642606338903646,0,147,0,,1,13,主楼评论B 补充论坛710000000000000030 的观点,2026-02-01 16:19:00,2026-02-01 16:25:00
148,710000000000000030,2043642606338903647,146,146,146,用户2043642606338903645,1,18,回复主楼A 提供补充信息,2026-02-01 16:22:00,2026-02-01 16:26:00
149,710000000000000030,2043642606338903648,146,146,148,用户2043642606338903647,1,23,回复楼中楼 继续讨论细节,2026-02-01 16:25:00,2026-02-01 16:29:00
150,710000000000000030,2043642606338903649,147,147,147,用户2043642606338903646,1,28,回复主楼B 给出不同建议,2026-02-01 16:28:00,2026-02-01 16:31:00
151,710000000000000031,2043642606338903500,0,151,0,,1,33,主楼评论A 针对论坛710000000000000031 的看法,2026-02-01 16:31:00,2026-02-01 16:36:00
152,710000000000000031,2043642606338903501,0,152,0,,1,38,主楼评论B 补充论坛710000000000000031 的观点,2026-02-01 16:34:00,2026-02-01 16:40:00
153,710000000000000031,2043642606338903502,151,151,151,用户2043642606338903500,1,43,回复主楼A 提供补充信息,2026-02-01 16:37:00,2026-02-01 16:41:00
154,710000000000000031,2043642606338903503,151,151,153,用户2043642606338903502,1,48,回复楼中楼 继续讨论细节,2026-02-01 16:40:00,2026-02-01 16:44:00
155,710000000000000031,2043642606338903504,152,152,152,用户2043642606338903501,1,53,回复主楼B 给出不同建议,2026-02-01 16:43:00,2026-02-01 16:46:00
156,710000000000000032,2043642606338903505,0,156,0,,1,58,主楼评论A 针对论坛710000000000000032 的看法,2026-02-01 16:46:00,2026-02-01 16:51:00
157,710000000000000032,2043642606338903506,0,157,0,,1,63,主楼评论B 补充论坛710000000000000032 的观点,2026-02-01 16:49:00,2026-02-01 16:55:00
158,710000000000000032,2043642606338903507,156,156,156,用户2043642606338903505,1,68,回复主楼A 提供补充信息,2026-02-01 16:52:00,2026-02-01 16:56:00
159,710000000000000032,2043642606338903508,156,156,158,用户2043642606338903507,1,73,回复楼中楼 继续讨论细节,2026-02-01 16:55:00,2026-02-01 16:59:00
160,710000000000000032,2043642606338903509,157,157,157,用户2043642606338903506,1,78,回复主楼B 给出不同建议,2026-02-01 16:58:00,2026-02-01 17:01:00
161,710000000000000033,2043642606338903510,0,161,0,,1,83,主楼评论A 针对论坛710000000000000033 的看法,2026-02-01 17:01:00,2026-02-01 17:06:00
162,710000000000000033,2043642606338903511,0,162,0,,1,88,主楼评论B 补充论坛710000000000000033 的观点,2026-02-01 17:04:00,2026-02-01 17:10:00
163,710000000000000033,2043642606338903512,161,161,161,用户2043642606338903510,1,93,回复主楼A 提供补充信息,2026-02-01 17:07:00,2026-02-01 17:11:00
164,710000000000000033,2043642606338903513,161,161,163,用户2043642606338903512,1,98,回复楼中楼 继续讨论细节,2026-02-01 17:10:00,2026-02-01 17:14:00
165,710000000000000033,2043642606338903514,162,162,162,用户2043642606338903511,1,103,回复主楼B 给出不同建议,2026-02-01 17:13:00,2026-02-01 17:16:00
166,710000000000000034,2043642606338903515,0,166,0,,1,108,主楼评论A 针对论坛710000000000000034 的看法,2026-02-01 17:16:00,2026-02-01 17:21:00
167,710000000000000034,2043642606338903516,0,167,0,,1,113,主楼评论B 补充论坛710000000000000034 的观点,2026-02-01 17:19:00,2026-02-01 17:25:00
168,710000000000000034,2043642606338903517,166,166,166,用户2043642606338903515,1,118,回复主楼A 提供补充信息,2026-02-01 17:22:00,2026-02-01 17:26:00
169,710000000000000034,2043642606338903518,166,166,168,用户2043642606338903517,1,3,回复楼中楼 继续讨论细节,2026-02-01 17:25:00,2026-02-01 17:29:00
170,710000000000000034,2043642606338903519,167,167,167,用户2043642606338903516,1,8,回复主楼B 给出不同建议,2026-02-01 17:28:00,2026-02-01 17:31:00
171,710000000000000035,2043642606338903520,0,171,0,,1,13,主楼评论A 针对论坛710000000000000035 的看法,2026-02-01 17:31:00,2026-02-01 17:36:00
172,710000000000000035,2043642606338903521,0,172,0,,1,18,主楼评论B 补充论坛710000000000000035 的观点,2026-02-01 17:34:00,2026-02-01 17:40:00
173,710000000000000035,2043642606338903522,171,171,171,用户2043642606338903520,1,23,回复主楼A 提供补充信息,2026-02-01 17:37:00,2026-02-01 17:41:00
174,710000000000000035,2043642606338903523,171,171,173,用户2043642606338903522,1,28,回复楼中楼 继续讨论细节,2026-02-01 17:40:00,2026-02-01 17:44:00
175,710000000000000035,2043642606338903524,172,172,172,用户2043642606338903521,1,33,回复主楼B 给出不同建议,2026-02-01 17:43:00,2026-02-01 17:46:00
176,710000000000000036,2043642606338903525,0,176,0,,1,38,主楼评论A 针对论坛710000000000000036 的看法,2026-02-01 17:46:00,2026-02-01 17:51:00
177,710000000000000036,2043642606338903526,0,177,0,,1,43,主楼评论B 补充论坛710000000000000036 的观点,2026-02-01 17:49:00,2026-02-01 17:55:00
178,710000000000000036,2043642606338903527,176,176,176,用户2043642606338903525,1,48,回复主楼A 提供补充信息,2026-02-01 17:52:00,2026-02-01 17:56:00
179,710000000000000036,2043642606338903528,176,176,178,用户2043642606338903527,1,53,回复楼中楼 继续讨论细节,2026-02-01 17:55:00,2026-02-01 17:59:00
